Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Latvia,Price / Latvia,Compare At Price / Latvia,Included / International,Price / International,Compare At Price / International,Included / North Africa,Price / North Africa,Compare At Price / North Africa,Status
primo-endurance-tank-mt03,,,,,,,,,S,,,Yellow,,,,,MT03-S-Yellow,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-yellow_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,M,,,Blue,,,,,MT03-M-Blue,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-blue_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,M,,,Red,,,,,MT03-M-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-red_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,M,,,Yellow,,,,,MT03-M-Yellow,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-yellow_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,L,,,Blue,,,,,MT03-L-Blue,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-blue_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,L,,,Red,,,,,MT03-L-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-red_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,L,,,Yellow,,,,,MT03-L-Yellow,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-yellow_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,XL,,,Blue,,,,,MT03-XL-Blue,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-blue_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,XL,,,Red,,,,,MT03-XL-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-red_main.jpg?v=1719332592,kg,,,,,,,,,,,,
primo-endurance-tank-mt03,,,,,,,,,XL,,,Yellow,,,,,MT03-XL-Yellow,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt03-yellow_main.jpg?v=1719332592,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,Tristan Endurance Tank,"<p>Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it's designed to keep you completely cool and dry on the long haul.</p>
<p>• White performance tank.<br>• Stylish contrast stitching. <br>• Relaxed fit. <br>• Ribbed crew neckline. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Gray,,,,,MT02-XS-Gray,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_alt1.jpg?v=1719332586,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,kg,,,true,,,true,,,true,,,active
tristan-endurance-tank-mt02,,,,,,,,,XS,,,Red,,,,,MT02-XS-Red,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_back.jpg?v=1719332586,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,XS,,,White,,,,,MT02-XS-White,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_sideb.jpg?v=1719332586,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,S,,,Gray,,,,,MT02-S-Gray,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,S,,,Red,,,,,MT02-S-Red,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,S,,,White,,,,,MT02-S-White,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,M,,,Gray,,,,,MT02-M-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,M,,,Red,,,,,MT02-M-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,M,,,White,,,,,MT02-M-White,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,L,,,Gray,,,,,MT02-L-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,L,,,Red,,,,,MT02-L-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,L,,,White,,,,,MT02-L-White,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,XL,,,Gray,,,,,MT02-XL-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-gray_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,XL,,,Red,,,,,MT02-XL-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-red_main.jpg?v=1719332586,kg,,,,,,,,,,,,
tristan-endurance-tank-mt02,,,,,,,,,XL,,,White,,,,,MT02-XL-White,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt02-white_main.jpg?v=1719332586,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,Erikssen CoolTech&trade; Fitness Tank,"<p>A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech™ Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.</p>
<p>• Red performance tank.<br>• Slight scoop neckline. <br>• Reflectivity. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Gray,,,,,MT01-XS-Gray,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_alt1.jpg?v=1719332576,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,kg,,,true,,,true,,,true,,,active
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,XS,,,Orange,,,,,MT01-XS-Orange,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_back.jpg?v=1719332576,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,XS,,,Red,,,,,MT01-XS-Red,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,S,,,Gray,,,,,MT01-S-Gray,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,S,,,Orange,,,,,MT01-S-Orange,0.0,,deny,manual,29.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,S,,,Red,,,,,MT01-S-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,M,,,Gray,,,,,MT01-M-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,M,,,Orange,,,,,MT01-M-Orange,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,M,,,Red,,,,,MT01-M-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,L,,,Gray,,,,,MT01-L-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,L,,,Orange,,,,,MT01-L-Orange,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,L,,,Red,,,,,MT01-L-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,XL,,,Gray,,,,,MT01-XL-Gray,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-gray_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,XL,,,Orange,,,,,MT01-XL-Orange,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-orange_main.jpg?v=1719332576,kg,,,,,,,,,,,,
erikssen-cooltechtrade-fitness-tank-mt01,,,,,,,,,XL,,,Red,,,,,MT01-XL-Red,0.0,,deny,manual,29.00,29.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mt01-red_main.jpg?v=1719332576,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,Strike Endurance Tee,"<p>While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.</p>
<p>• Loose fit. <br>• Ribbed cuffs/collar. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Black,,,,,MS08-XS-Black,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_back.jpg?v=1719332567,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,kg,,,true,,,true,,,true,,,active
strike-endurance-tee-ms08,,,,,,,,,XS,,,Blue,,,,,MS08-XS-Blue,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,XS,,,Red,,,,,MS08-XS-Red,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,S,,,Black,,,,,MS08-S-Black,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,S,,,Blue,,,,,MS08-S-Blue,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,S,,,Red,,,,,MS08-S-Red,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,M,,,Black,,,,,MS08-M-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,M,,,Blue,,,,,MS08-M-Blue,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,M,,,Red,,,,,MS08-M-Red,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,L,,,Black,,,,,MS08-L-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,L,,,Blue,,,,,MS08-L-Blue,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,L,,,Red,,,,,MS08-L-Red,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,XL,,,Black,,,,,MS08-XL-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-black_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,XL,,,Blue,,,,,MS08-XL-Blue,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-blue_main.jpg?v=1719332567,kg,,,,,,,,,,,,
strike-endurance-tee-ms08,,,,,,,,,XL,,,Red,,,,,MS08-XL-Red,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms08-red_main.jpg?v=1719332567,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,Deion Long-Sleeve EverCool&trade; Tee,"<p>When you're training, ordinary tees don't cut it. That's why the Dion Long-Sleeve EverCool™ Tee features revolutionary Cocona® fabric derived from a renewable resource: coconut shells. This unique material protects you from harmful UV rays, wicks away sweat, controls stink and dries quickly.</p>
<p>• Fitted. <br>• Contrast inner neck tape. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Black,,,,,MS07-XS-Black,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_alt1.jpg?v=1719332559,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,kg,,,true,,,true,,,true,,,active
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,XS,,,Green,,,,,MS07-XS-Green,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_back.jpg?v=1719332559,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,XS,,,White,,,,,MS07-XS-White,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,S,,,Black,,,,,MS07-S-Black,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,S,,,Green,,,,,MS07-S-Green,0.0,,deny,manual,39.00,39.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,S,,,White,,,,,MS07-S-White,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,M,,,Black,,,,,MS07-M-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,M,,,Green,,,,,MS07-M-Green,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,M,,,White,,,,,MS07-M-White,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,L,,,Black,,,,,MS07-L-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,L,,,Green,,,,,MS07-L-Green,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,L,,,White,,,,,MS07-L-White,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,XL,,,Black,,,,,MS07-XL-Black,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-black_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,XL,,,Green,,,,,MS07-XL-Green,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-green_main.jpg?v=1719332559,kg,,,,,,,,,,,,
deion-long-sleeve-evercooltrade-tee-ms07,,,,,,,,,XL,,,White,,,,,MS07-XL-White,0.0,,deny,manual,39.00,39.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms07-white_main.jpg?v=1719332559,kg,,,,,,,,,,,,
logan-heattecreg-tee-ms10,Logan  HeatTec&reg; Tee,"<p>Soft and lightweight, the Logan HeatTec® Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.</p>
<p>• Semi-fitted. <br>• Crew neckline. <br>• Machine wash/tumble dry.</p>",Satoshi demo,,"","",true,Size,XS,,Color,Black,,,,,MS10-XS-Black,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-blue_alt1.jpg?v=1719332550,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-black_main.jpg?v=1719332550,kg,,,true,,,true,,,true,,,active
logan-heattecreg-tee-ms10,,,,,,,,,XS,,,Blue,,,,,MS10-XS-Blue,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-blue_back.jpg?v=1719332550,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-blue_main.jpg?v=1719332550,kg,,,,,,,,,,,,
logan-heattecreg-tee-ms10,,,,,,,,,XS,,,Red,,,,,MS10-XS-Red,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-black_main.jpg?v=1719332550,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-red_main.jpg?v=1719332550,kg,,,,,,,,,,,,
logan-heattecreg-tee-ms10,,,,,,,,,S,,,Black,,,,,MS10-S-Black,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-blue_main.jpg?v=1719332550,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/ms10-black_main.jpg?v=1719332550,kg,,,,,,,,,,,,
